N,P,K,temperature,ph,label,rainfall,humidity
80,45,42,23.1426498,7.380396262,jute,151.9035477,74.99739774
76,54,45,24.29496635,6.176618831,jute,184.9800516,77.62976013
76,56,39,24.39459498,6.551130445,jute,197.1220049,89.89106506
81,40,45,25.7629429,6.427726565,jute,174.5071843,80.76238215
76,44,45,25.4879684,6.740947635,jute,168.7848886,84.48235878
69,47,40,25.37122686,6.130136384,jute,183.8270791,76.2403666
82,40,45,26.21312799,6.667633355,jute,180.1237765,81.70476368
69,57,35,24.30748599,6.186814392,jute,186.2337571,78.54340987
81,36,38,23.76554749,6.334837865,jute,150.3166152,87.98329901
67,60,38,24.79853023,7.16214284,jute,162.2847429,78.53037059
72,51,40,23.20683504,7.422318499,jute,199.4766779,74.09956958
65,39,45,23.66805429,6.768001309,jute,184.4633281,70.89000744
78,50,43,25.12417673,6.348441469,jute,159.5718087,85.72530641
77,52,41,23.89069041,6.097294061,jute,167.7230632,83.46409075
89,52,42,23.09433785,6.14132902,jute,196.6587013,81.45139295
62,49,37,24.21744605,7.479248124,jute,166.1365886,82.85284045
90,48,45,24.06475727,6.509174789,jute,153.6390212,71.31342851
66,47,36,24.85441411,6.57256106,jute,175.572958,74.4407048
80,52,39,26.41915161,7.165696848,jute,197.2101782,76.85691248
89,52,45,24.89326318,7.207457208,jute,196.469984,77.01222585
77,51,44,23.25583402,7.124333547,jute,166.2160846,82.7015932
94,37,41,24.7634518,6.463538707,jute,179.1630865,87.06071115
75,41,35,24.97042599,6.856833064,jute,166.6415254,78.62697699
60,55,36,26.12797248,7.132389299,jute,150.6326874,80.49172597
62,56,35,25.97825807,6.235357638,jute,163.3488091,81.65769588
84,40,42,26.2830571,6.704273839,jute,186.6898282,73.35763537
100,56,40,26.38905406,7.433313409,jute,176.1516409,83.31240346
75,56,44,25.2746335,6.109478059,jute,168.0432282,73.7459581
78,46,42,23.09499564,7.095413294,jute,155.3851533,78.45959697
82,48,36,25.79351957,6.352076783,jute,193.2418382,81.76904006
100,58,41,23.17403323,6.658769991,jute,160.6217342,87.88255345
88,50,40,25.63215038,7.051822472,jute,182.2582277,79.95150917
67,41,40,25.848795,7.333143205,jute,152.6194403,87.81661683
72,42,43,26.56767277,6.352771037,jute,181.2915605,80.90424543
89,40,43,26.24532085,7.124050134,jute,189.9711184,72.97198375
89,57,43,26.91515043,6.998787171,jute,177.2233048,73.19897535
61,41,44,24.36972377,6.537914958,jute,159.9210934,82.11319791
79,45,43,25.71901283,7.171054239,jute,187.1735424,79.15532398
84,40,43,25.01157559,7.228268228,jute,169.4168014,88.3313023
98,43,35,25.40785911,7.319952206,jute,188.6372826,76.44048625
75,36,44,23.28081,6.613341343,jute,153.7447398,74.27607475
89,58,35,23.98651719,6.096838784,jute,167.0576456,82.09053379
91,41,37,24.48556447,6.132570523,jute,192.2316221,83.20630007
77,48,36,25.86705009,7.36008498,jute,154.8390847,84.09985284
66,58,35,23.5643831,7.321619041,jute,185.25947,79.46283115
62,59,41,24.2248758,7.175170657,jute,192.4931257,74.89465426
82,35,35,25.49386782,7.299076163,jute,176.5268267,86.97061481
61,41,35,24.97178693,6.842966479,jute,195.7571622,79.47557931
99,57,38,24.80624984,6.356295568,jute,156.3616174,82.09281674
70,42,43,23.16814977,6.508342839,jute,157.1215052,76.66724969
90,59,35,24.25133493,7.098227926,jute,175.1742112,89.86454053
73,43,42,26.58361011,6.310699968,jute,154.8238864,78.00774772
67,46,44,26.82489244,7.093328631,jute,153.9199807,78.20392774
84,37,42,25.49674786,6.691074249,jute,169.9288234,81.13449097
72,41,36,24.09874353,6.187746776,jute,176.8604109,80.57226761
71,56,37,23.18866654,6.491506245,jute,176.103677,86.20899734
64,53,38,26.24347471,6.855362875,jute,183.4065252,78.51063754
65,54,39,23.75091572,7.124571593,jute,160.0889553,71.14782585
60,58,37,26.13871511,6.067302109,jute,171.4892533,79.1188943
86,39,43,26.14576648,6.432051512,jute,193.1007598,71.23690851
90,50,44,26.91643698,6.253408852,jute,171.4716375,73.48655995
91,38,36,26.5232969,7.287318723,jute,157.8548562,77.17331847
87,48,38,23.81579631,7.161865733,jute,190.312216,80.94023552
72,41,36,26.50838667,6.065898283,jute,152.9801697,86.84264005
71,54,35,26.63952463,7.311077075,jute,199.3355744,70.95705996
82,46,41,23.3250131,6.581693772,jute,187.3096148,79.79609448
71,52,43,26.47549543,6.732826127,jute,180.2513601,73.96164569
80,43,43,23.78756036,6.014572075,jute,172.6442654,74.36794079
77,55,43,25.49941707,6.663559451,jute,193.7141828,75.99987588
95,57,41,23.24925555,6.434610995,jute,184.7674863,73.65346838
63,47,35,26.98582182,7.432768147,jute,193.8778713,89.05587886
93,43,38,23.61475336,6.987332927,jute,150.2355238,86.14290267
87,44,43,23.87484465,6.718725189,jute,177.5147313,86.79261344
88,52,39,23.92887902,6.880204617,jute,154.6608736,88.07112278
90,39,37,24.81441246,6.86106911,jute,190.7886386,81.68688879
90,39,43,24.44743944,6.7693455,jute,190.9684885,82.286484
84,38,43,26.57421679,7.26158085,jute,159.3223075,73.81994896
91,21,26,26.33377983,7.261313694,coffee,191.6549412,57.36469955
107,21,26,26.45288458,7.235070264,coffee,144.6861336,55.32222678
83,38,35,25.70822684,7.18915558,coffee,136.7325092,52.88667115
108,24,31,24.12832546,6.431899748,coffee,147.2757818,56.18107663
116,28,34,23.44372334,6.42321105,coffee,122.2103248,60.39523266
116,23,25,23.4123707,6.869720196,coffee,139.3670753,52.26994674
109,31,27,23.05951896,6.973839707,coffee,164.4971875,50.40609436
89,25,34,23.07895447,7.184801627,coffee,129.8765443,63.65861483
118,18,32,27.6496114,6.351823783,coffee,122.8392822,51.11044023
111,32,34,25.46743689,6.392048018,coffee,171.3764462,69.35161206
84,36,28,26.7350622,6.119892347,coffee,140.6305213,55.55164819
85,33,25,26.20811417,6.910823945,coffee,189.0944824,52.50987966
99,15,27,27.0424167,6.501157208,coffee,165.6872119,57.27927475
81,30,31,24.65090184,7.027585559,coffee,135.1386537,51.93952357
95,39,29,27.35152643,7.13411409,coffee,148.9812525,55.99375012
81,34,30,25.17787724,6.647765997,coffee,135.0119649,62.26244581
80,15,28,23.11438731,6.703270635,coffee,161.8944624,68.00096043
104,20,26,27.22783677,7.493191968,coffee,175.7260273,52.95261751
109,29,28,23.26316991,6.724688503,coffee,194.1755471,60.5160021
100,32,26,25.234661,6.043485685,coffee,124.2261737,57.53161469
100,24,28,25.59535262,7.101661011,coffee,195.7733251,57.72920846
83,21,28,25.5674832,7.466900683,coffee,190.2257843,60.49244602
120,23,28,25.67324193,6.877799264,coffee,196.2736367,51.29043632
104,26,30,24.40726724,6.410992833,coffee,148.6977358,62.65692638
108,33,31,23.69287069,7.393825704,coffee,144.6576424,66.76090123
91,25,26,24.53460016,7.482414225,coffee,180.5059257,66.99765375
86,26,27,27.13140403,6.081172981,coffee,192.4280381,52.89368299
98,18,27,27.56088634,6.516312148,coffee,167.4358075,68.49299897
111,27,31,23.59302313,6.043330951,coffee,191.3980675,55.27564977
84,39,35,23.17714381,6.959404135,coffee,117.3113562,52.13864034
98,27,27,24.71384065,7.238109556,coffee,197.6439711,51.29142534
118,21,34,24.38534644,7.234258375,coffee,119.6324109,64.72543073
103,27,31,27.15998538,6.691541233,coffee,126.1752206,51.59100753
82,24,33,26.53543168,6.809593554,coffee,120.6494434,67.09608099
86,31,35,27.01207284,6.485761419,coffee,191.4508931,60.76645256
88,35,35,27.55906475,6.784460602,coffee,117.9389993,58.45742907
84,27,29,23.32293161,7.167092586,coffee,168.2644287,53.00366334
120,40,33,24.23850608,6.73410539,coffee,115.1564012,54.30329632
106,40,30,23.42611644,6.779984384,coffee,122.6847408,64.10651528
113,21,33,26.02241444,7.277422738,coffee,176.9020924,55.83288958
117,34,25,24.83846178,7.21270048,coffee,124.4135035,56.7685316
80,30,25,26.24092174,7.487266991,coffee,148.3771202,65.64381357
88,21,27,24.43011925,7.231166546,coffee,181.6368274,66.02411187
113,33,34,26.00373964,6.559817161,coffee,153.477776,62.1445102
87,23,28,26.22367404,6.979590627,coffee,193.7461968,62.26594559
113,15,29,27.09617155,6.779230041,coffee,190.2440566,63.55324262
98,29,30,25.64004392,6.217974349,coffee,199.4735636,61.03273481
97,29,27,27.74576987,7.205078785,coffee,139.8619431,54.36976075
85,35,32,26.24928198,6.854011265,coffee,133.1120232,54.28617819
82,29,35,26.67377159,6.246872394,coffee,156.1543898,52.24226285
103,33,25,27.10210397,6.911066044,coffee,139.5013171,55.7497332
112,17,28,27.62975458,6.777417989,coffee,196.6492664,61.26002598
99,19,33,27.5364547,6.273741983,coffee,130.6377143,55.51673151
120,20,34,23.56960509,6.906124587,coffee,130.3797119,50.56339727
114,27,28,24.99451759,7.162802357,coffee,192.8736822,57.93250202
100,40,35,27.56441788,6.955787351,coffee,177.816092,54.41094079
108,35,25,23.98143338,6.971963169,coffee,161.5279095,61.10935084
115,31,30,24.22984659,6.840927967,coffee,122.4073418,67.37768353
87,28,30,25.60153969,6.536676653,coffee,168.8383605,68.66257977
82,24,26,24.31274458,6.089443603,coffee,184.4103931,53.57285558
94,26,27,26.36629861,7.456460375,coffee,177.3176161,52.25738495
87,28,35,26.5602777,6.759211911,coffee,152.0616227,57.1621814
118,40,35,26.35034208,7.460174812,coffee,121.5586297,58.50650238
87,38,29,25.20406808,6.652642579,coffee,156.1457255,57.88370456
92,40,30,23.35723208,6.026287448,coffee,171.6976946,55.18792166
97,22,26,23.60567546,6.074190142,coffee,185.1568059,59.68849145
99,40,32,24.18471151,7.045543056,coffee,163.2708732,69.94807345
89,28,33,26.44414097,6.993236001,coffee,175.3723314,53.83876189
112,39,29,26.12492233,6.726528895,coffee,147.8035305,63.37479229
111,28,26,27.77363343,6.937352845,coffee,192.7121236,64.47858698
114,20,26,25.55656667,7.27905689,coffee,193.5866233,62.67087838
117,26,30,27.92374437,7.079850922,coffee,115.2325531,67.96910852
111,29,31,26.05968403,6.136286518,coffee,161.3432535,52.31098539
119,30,28,26.35770906,6.505203696,coffee,163.6269496,64.57578034
116,40,33,24.91370487,7.042089492,coffee,129.5481144,54.15319242
95,37,35,27.31317116,6.348337519,coffee,192.4288139,68.4233391
86,40,33,26.1387869,7.432322234,coffee,136.3027766,52.26311691
117,37,32,23.1069385,6.787658922,coffee,162.5769606,67.06230539
105,18,35,23.52648086,6.743417121,coffee,171.8839938,68.44030686
109,23,25,25.11711046,7.00733163,coffee,194.8773479,68.48030408
80,18,31,24.02952505,7.303033217,coffee,134.6803969,58.84880599
101,31,26,26.70897548,6.861235184,coffee,158.8608887,69.71184111
103,33,33,26.71717393,7.131435858,coffee,126.8073984,50.50148528
93,26,27,24.59245684,7.288211994,coffee,137.7044047,56.46829641
104,35,28,27.51006055,6.983732393,coffee,143.9955548,50.66687215
116,36,25,27.57847581,6.172090205,coffee,156.6810374,58.52534263
107,38,29,26.65069302,6.35118177,coffee,145.105065,57.56695719
101,33,33,26.97251562,6.908671379,coffee,142.8610793,62.0183627
107,31,31,23.17124551,6.766184468,coffee,153.1201644,52.97841162
99,16,30,23.52652084,6.392791654,coffee,186.1728203,65.44340921
103,40,30,27.30901814,6.348316257,coffee,141.4831644,55.196224
118,31,34,27.54823036,6.123796057,coffee,181.4170812,62.88179198
106,21,35,25.627355,7.428523634,coffee,188.5506536,57.04151119
116,38,34,23.29250318,6.020947179,coffee,183.468585,50.04557009
97,35,26,24.91461008,6.334610249,coffee,166.2549307,53.74144743
107,34,32,26.77463708,6.78006386,coffee,177.7745075,66.4132686
99,15,27,27.41711238,6.086922359,coffee,127.92461,56.63636248
118,33,30,24.13179691,6.362607851,coffee,173.3228386,67.22512329
117,32,34,26.2724184,6.758792552,coffee,127.1752928,52.12739421
104,18,30,23.60301571,6.779832611,coffee,140.9370415,60.39647474
